"Date","Case_Status","Cases_Count"
"2021-02-05","Recovered",2228
"2021-02-08","Active",66
"2021-02-08","Deceased",25
"2021-02-08","Recovered",2229
"2021-02-09","Active",67
"2021-02-09","Deceased",25
"2021-02-09","Recovered",2230
"2021-02-10","Active",59
"2021-02-10","Deceased",25
"2021-02-10","Recovered",2240
"2021-02-11","Active",54
"2021-02-11","Deceased",25
"2021-02-11","Recovered",2245
"2021-02-12","Active",44
"2021-02-12","Deceased",25
"2021-02-12","Recovered",2257
"2021-02-14","Active",47
"2021-02-14","Deceased",25
"2021-02-14","Recovered",2258
"2021-02-15","Active",47
"2021-02-15","Deceased",25
"2021-02-15","Recovered",2264
"2021-02-16","Active",46
"2021-02-16","Deceased",26
"2021-02-16","Recovered",2265
"2021-02-17","Active",49
"2021-02-17","Deceased",26
"2021-02-17","Recovered",2265
"2021-02-18","Active",46
"2021-02-18","Deceased",26
"2021-02-18","Recovered",2272
"2021-02-19","Active",50
"2021-02-19","Deceased",26
"2021-02-19","Recovered",2272
"2021-02-21","Active",51
"2021-02-21","Deceased",26
"2021-02-21","Recovered",2273
"2021-02-22","Active",54
"2021-02-22","Deceased",26
"2021-02-22","Recovered",2277
"2021-02-23","Active",60
"2021-02-23","Deceased",26
"2021-02-23","Recovered",2277
"2021-02-24","Active",62
"2021-02-24","Deceased",26
"2021-02-24","Recovered",2277
"2021-02-25","Active",65
"2021-02-25","Deceased",26
"2021-02-25","Recovered",2277
"2021-02-26","Active",67
"2021-02-26","Deceased",26
"2021-02-26","Recovered",2278
"2021-02-28","Active",65
"2021-02-28","Deceased",26
"2021-02-28","Recovered",2285
"2021-03-01","Active",67
"2021-03-01","Deceased",26
"2021-03-01","Recovered",2285
"2021-03-02","Active",69
"2021-03-02","Deceased",26
"2021-03-02","Recovered",2287
"2021-03-04","Active",68
"2021-03-04","Deceased",26
"2021-03-04","Recovered",2295
"2021-03-05","Active",68
"2021-03-05","Deceased",26
"2021-03-05","Recovered",2295
"2021-03-07","Active",72
"2021-03-07","Deceased",26
"2021-03-07","Recovered",2301
"2021-03-08","Active",78
"2021-03-08","Deceased",26
"2021-03-08","Recovered",2301
"2021-03-09","Active",79
"2021-03-09","Deceased",26
"2021-03-09","Recovered",2304
"2021-03-10","Active",80
"2021-03-10","Deceased",26
"2021-03-10","Recovered",2304
"2021-03-11","Active",85
"2021-03-11","Deceased",26
"2021-03-11","Recovered",2305
"2021-03-12","Active",86
"2021-03-12","Deceased",26
"2021-03-12","Recovered",2305
"2021-03-14","Active",87
"2021-03-14","Deceased",26
"2021-03-14","Recovered",2310
"2021-03-15","Active",93
"2021-03-15","Deceased",26
"2021-03-15","Recovered",2311
"2021-03-16","Active",95
"2021-03-16","Deceased",26
"2021-03-16","Recovered",2311
"2021-03-17","Active",97
"2021-03-17","Deceased",26
"2021-03-17","Recovered",2311
"2021-03-19","Active",55
"2021-03-19","Deceased",26
"2021-03-19","Recovered",2363
"2021-03-21","Active",58
"2021-03-21","Deceased",26
"2021-03-21","Recovered",2369
"2021-03-22","Active",63
"2021-03-22","Deceased",26
"2021-03-22","Recovered",2373
"2021-03-23","Active",68
"2021-03-23","Deceased",26
"2021-03-23","Recovered",2374
"2021-03-24","Active",67
"2021-03-24","Deceased",26
"2021-03-24","Recovered",2377
"2021-03-25","Active",71
"2021-03-25","Deceased",26
"2021-03-25","Recovered",2379
"2021-03-26","Active",74
"2021-03-26","Deceased",26
"2021-03-26","Recovered",2379
"2021-03-28","Active",75
"2021-03-28","Deceased",26
"2021-03-28","Recovered",2381
"2021-03-29","Active",86
"2021-03-29","Deceased",26
"2021-03-29","Recovered",2381
"2021-03-30","Active",80
"2021-03-30","Deceased",26
"2021-03-30","Recovered",2389
"2021-03-31","Active",72
"2021-03-31","Deceased",26
"2021-03-31","Recovered",2399
"2021-04-01","Active",67
"2021-04-01","Deceased",26
"2021-04-01","Recovered",2408
"2021-04-04","Active",61
"2021-04-04","Deceased",26
"2021-04-04","Recovered",2420
"2021-04-06","Active",74
"2021-04-06","Deceased",26
"2021-04-06","Recovered",2424
"2021-04-07","Active",81
"2021-04-07","Deceased",26
"2021-04-07","Recovered",2424
"2021-04-08","Active",95
"2021-04-08","Deceased",26
"2021-04-08","Recovered",2434
"2021-04-09","Active",95
"2021-04-09","Deceased",26
"2021-04-09","Recovered",2440
"2021-04-11","Active",108
"2021-04-11","Deceased",26
"2021-04-11","Recovered",2440
"2021-04-12","Active",100
"2021-04-12","Deceased",26
"2021-04-12","Recovered",2457
"2021-04-13","Active",102
"2021-04-13","Deceased",26
"2021-04-13","Recovered",2459
"2021-04-14","Active",101
"2021-04-14","Deceased",26
"2021-04-14","Recovered",2462
"2021-04-15","Active",101
"2021-04-15","Deceased",26
"2021-04-15","Recovered",2464
"2021-04-16","Active",100
"2021-04-16","Deceased",26
"2021-04-16","Recovered",2464
"2021-04-18","Active",102
"2021-04-18","Deceased",26
"2021-04-18","Recovered",2467
"2021-04-19","Active",102
"2021-04-19","Deceased",26
"2021-04-19","Recovered",2468
"2021-04-20","Active",86
"2021-04-20","Deceased",26
"2021-04-20","Recovered",2485
"2021-04-21","Active",83
"2021-04-21","Deceased",26
"2021-04-21","Recovered",2490
"2021-04-22","Active",80
"2021-04-22","Deceased",26
"2021-04-22","Recovered",2494
"2021-04-23","Active",32
"2021-04-23","Deceased",26
"2021-04-23","Recovered",2542
"2021-04-25","Active",33
"2021-04-25","Deceased",26
"2021-04-25","Recovered",2542
"2021-04-27","Active",36
"2021-04-27","Deceased",26
"2021-04-27","Recovered",2547
"2021-04-28","Active",27
"2021-04-28","Deceased",26
"2021-04-28","Recovered",2557
"2021-04-29","Active",23
"2021-04-29","Deceased",26
"2021-04-29","Recovered",2564
"2021-04-30","Active",23
"2021-04-30","Deceased",26
"2021-04-30","Recovered",2564
"2021-05-02","Active",24
"2021-05-02","Deceased",26
"2021-05-02","Recovered",2568
"2021-05-03","Active",25
"2021-05-03","Deceased",26
"2021-05-03","Recovered",2571
"2021-05-04","Active",24
"2021-05-04","Deceased",26
"2021-05-04","Recovered",2573
"2021-05-05","Active",25
"2021-05-05","Deceased",26
"2021-05-05","Recovered",2578
"2021-05-06","Active",28
"2021-05-06","Deceased",26
"2021-05-06","Recovered",2579
"2021-05-07","Active",26
"2021-05-07","Deceased",26
"2021-05-07","Recovered",2582
"2021-05-09","Active",27
"2021-05-09","Deceased",26
"2021-05-09","Recovered",2589
"2021-05-10","Active",27
"2021-05-10","Deceased",26
"2021-05-10","Recovered",2591
"2021-05-11","Active",24
"2021-05-11","Deceased",26
"2021-05-11","Recovered",2593
"2021-05-12","Active",22
"2021-05-12","Deceased",26
"2021-05-12","Recovered",2595
"2021-05-13","Active",18
"2021-05-13","Deceased",26
"2021-05-13","Recovered",2600
"2021-05-14","Active",18
"2021-05-14","Deceased",26
"2021-05-14","Recovered",2601
"2021-05-16","Active",19
"2021-05-16","Deceased",26
"2021-05-16","Recovered",2601
"2021-05-17","Active",18
"2021-05-17","Deceased",26
"2021-05-17","Recovered",2607
"2021-05-18","Active",19
"2021-05-18","Deceased",26
"2021-05-18","Recovered",2608
"2021-05-19","Active",25
"2021-05-19","Deceased",26
"2021-05-19","Recovered",2607
"2021-05-20","Active",24
"2021-05-20","Deceased",26
"2021-05-20","Recovered",2609
"2021-05-21","Active",23
"2021-05-21","Deceased",26
"2021-05-21","Recovered",2613
"2021-05-23","Active",27
"2021-05-23","Deceased",26
"2021-05-23","Recovered",2615
"2021-05-24","Active",24
"2021-05-24","Deceased",26
"2021-05-24","Recovered",2617
"2021-05-25","Active",22
"2021-05-25","Deceased",26
"2021-05-25","Recovered",2621
"2021-05-26","Active",22
"2021-05-26","Deceased",26
"2021-05-26","Recovered",2621
"2021-05-27","Active",21
"2021-05-27","Deceased",26
"2021-05-27","Recovered",2623
"2021-05-28","Active",21
"2021-05-28","Deceased",26
"2021-05-28","Recovered",2623
"2021-05-30","Active",16
"2021-05-30","Deceased",26
"2021-05-30","Recovered",2630
"2021-05-31","Active",17
"2021-05-31","Deceased",26
"2021-05-31","Recovered",2630
"2021-06-01","Active",13
"2021-06-01","Deceased",26
"2021-06-01","Recovered",2634
"2021-06-02","Active",18
"2021-06-02","Deceased",26
"2021-06-02","Recovered",2635
"2021-06-03","Active",17
"2021-06-03","Deceased",26
"2021-06-03","Recovered",2638
"2021-06-04","Active",17
"2021-06-04","Deceased",26
"2021-06-04","Recovered",2639
"2021-06-06","Active",17
"2021-06-06","Deceased",26
"2021-06-06","Recovered",2639
"2021-06-08","Active",22
"2021-06-08","Deceased",26
"2021-06-08","Recovered",2644
"2021-06-09","Active",24
"2021-06-09","Deceased",26
"2021-06-09","Recovered",2646
"2021-06-10","Active",24
"2021-06-10","Deceased",26
"2021-06-10","Recovered",2647
"2021-06-11","Active",29
"2021-06-11","Deceased",26
"2021-06-11","Recovered",2647
"2021-06-13","Active",27
"2021-06-13","Deceased",26
"2021-06-13","Recovered",2655
"2021-06-14","Active",27
"2021-06-14","Deceased",26
"2021-06-14","Recovered",2656
"2021-06-15","Active",23
"2021-06-15","Deceased",26
"2021-06-15","Recovered",2660
"2021-06-16","Active",23
"2021-06-16","Deceased",26
"2021-06-16","Recovered",2662
"2021-06-17","Active",24
"2021-06-17","Deceased",26
"2021-06-17","Recovered",2663
"2021-06-18","Active",23
"2021-06-18","Deceased",26
"2021-06-18","Recovered",2665
"2021-06-20","Active",22
"2021-06-20","Deceased",26
"2021-06-20","Recovered",2670
"2021-06-21","Active",23
"2021-06-21","Deceased",26
"2021-06-21","Recovered",2671
"2021-06-22","Active",20
"2021-06-22","Deceased",26
"2021-06-22","Recovered",2673
"2021-06-23","Active",24
"2021-06-23","Deceased",26
"2021-06-23","Recovered",2673
"2021-06-24","Active",17
"2021-06-24","Deceased",26
"2021-06-24","Recovered",2680
"2021-06-25","Active",19
"2021-06-25","Deceased",26
"2021-06-25","Recovered",2680
"2021-06-27","Active",19
"2021-06-27","Deceased",26
"2021-06-27","Recovered",2683
"2021-06-28","Active",28
"2021-06-28","Deceased",26
"2021-06-28","Recovered",2684
"2021-06-29","Active",30
"2021-06-29","Deceased",26
"2021-06-29","Recovered",2685
"2021-06-30","Active",31
"2021-06-30","Deceased",26
"2021-06-30","Recovered",2685
"2021-07-01","Active",28
"2021-07-01","Deceased",26
"2021-07-01","Recovered",2686
"2021-07-02","Active",27
"2021-07-02","Deceased",26
"2021-07-02","Recovered",2689
"2021-07-04","Active",32
"2021-07-04","Deceased",26
"2021-07-04","Recovered",2693
"2021-07-05","Active",39
"2021-07-05","Deceased",26
"2021-07-05","Recovered",2693
"2021-07-06","Active",39
"2021-07-06","Deceased",26
"2021-07-06","Recovered",2696
"2021-07-07","Active",40
"2021-07-07","Deceased",26
"2021-07-07","Recovered",2697
"2021-07-08","Active",41
"2021-07-08","Deceased",26
"2021-07-08","Recovered",2697
"2021-07-09","Active",32
"2021-07-09","Deceased",26
"2021-07-09","Recovered",2707
"2021-07-11","Active",34
"2021-07-11","Deceased",26
"2021-07-11","Recovered",2707
"2021-07-12","Active",33
"2021-07-12","Deceased",26
"2021-07-12","Recovered",2709
"2021-07-13","Active",43
"2021-07-13","Deceased",26
"2021-07-13","Recovered",2717
"2021-07-14","Active",42
"2021-07-14","Deceased",26
"2021-07-14","Recovered",2722
"2021-07-15","Active",45
"2021-07-15","Deceased",26
"2021-07-15","Recovered",2723
"2021-07-16","Active",48
"2021-07-16","Deceased",26
"2021-07-16","Recovered",2729
"2021-07-18","Active",45
"2021-07-18","Deceased",26
"2021-07-18","Recovered",2743
"2021-07-19","Active",47
"2021-07-19","Deceased",26
"2021-07-19","Recovered",2744
"2021-07-20","Active",51
"2021-07-20","Deceased",26
"2021-07-20","Recovered",2745
"2021-07-21","Active",56
"2021-07-21","Deceased",26
"2021-07-21","Recovered",2746
"2021-07-22","Active",62
"2021-07-22","Deceased",26
"2021-07-22","Recovered",2747
"2021-07-23","Active",80
"2021-07-23","Deceased",26
"2021-07-23","Recovered",2749
"2021-07-25","Active",58
"2021-07-25","Deceased",26
"2021-07-25","Recovered",2778
"2021-07-26","Active",54
"2021-07-26","Deceased",26
"2021-07-26","Recovered",2783
"2021-07-27","Active",52
"2021-07-27","Deceased",26
"2021-07-27","Recovered",2785
"2021-07-28","Active",43
"2021-07-28","Deceased",26
"2021-07-28","Recovered",2795
"2021-07-29","Active",46
"2021-07-29","Deceased",26
"2021-07-29","Recovered",2795
"2021-07-30","Active",45
"2021-07-30","Deceased",26
"2021-07-30","Recovered",2799
"2021-08-01","Active",36
"2021-08-01","Deceased",26
"2021-08-01","Recovered",2811
"2021-08-02","Active",37
"2021-08-02","Deceased",26
"2021-08-02","Recovered",2814
"2021-08-03","Active",30
"2021-08-03","Deceased",26
"2021-08-03","Recovered",2821
"2021-08-04","Active",29
"2021-08-04","Deceased",26
"2021-08-04","Recovered",2824
"2021-08-05","Active",30
"2021-08-05","Deceased",26
"2021-08-05","Recovered",2824
"2021-08-06","Active",25
"2021-08-06","Deceased",26
"2021-08-06","Recovered",2829
"2021-08-08","Active",32
"2021-08-08","Deceased",26
"2021-08-08","Recovered",2828
"2021-08-09","Active",26
"2021-08-09","Deceased",26
"2021-08-09","Recovered",2838
"2021-08-10","Active",37
"2021-08-10","Deceased",26
"2021-08-10","Recovered",2839
"2021-08-11","Active",37
"2021-08-11","Deceased",26
"2021-08-11","Recovered",2841
"2021-08-12","Active",43
"2021-08-12","Deceased",26
"2021-08-12","Recovered",2844
"2021-08-13","Active",44
"2021-08-13","Deceased",26
"2021-08-13","Recovered",2844
"2021-08-15","Active",39
"2021-08-15","Deceased",26
"2021-08-15","Recovered",2854
"2021-08-16","Active",44
"2021-08-16","Deceased",26
"2021-08-16","Recovered",2856
"2021-08-17","Active",43
"2021-08-17","Deceased",26
"2021-08-17","Recovered",2857
"2021-08-18","Active",39
"2021-08-18","Deceased",26
"2021-08-18","Recovered",2871
"2021-08-20","Active",69
"2021-08-20","Deceased",26
"2021-08-20","Recovered",2873
"2021-08-22","Active",116
"2021-08-22","Deceased",26
"2021-08-22","Recovered",2874
"2021-08-23","Active",154
"2021-08-23","Deceased",26
"2021-08-23","Recovered",2874
"2021-08-24","Active",183
"2021-08-24","Deceased",26
"2021-08-24","Recovered",2887
"2021-08-25","Active",246
"2021-08-25","Deceased",26
"2021-08-25","Recovered",2887
"2021-08-26","Active",246
"2021-08-26","Deceased",26
"2021-08-26","Recovered",2887
"2021-08-27","Active",384
"2021-08-27","Deceased",26
"2021-08-27","Recovered",2887
"2021-08-29","Active",551
"2021-08-29","Deceased",26
"2021-08-29","Recovered",2887
"2021-08-30","Active",603
"2021-08-30","Deceased",26
"2021-08-30","Recovered",2890
"2021-08-31","Active",651
"2021-08-31","Deceased",26
"2021-08-31","Recovered",2892
"2021-09-01","Active",724
"2021-09-01","Deceased",26
"2021-09-01","Recovered",2895
"2021-09-02","Active",770
"2021-09-02","Deceased",26
"2021-09-02","Recovered",2901
"2021-09-03","Active",755
"2021-09-03","Deceased",26
"2021-09-03","Recovered",2948
"2021-09-05","Active",743
"2021-09-05","Deceased",27
"2021-09-05","Recovered",2998
"2021-09-06","Active",729
"2021-09-06","Deceased",27
"2021-09-06","Recovered",3036
"2021-09-07","Active",720
"2021-09-07","Deceased",27
"2021-09-07","Recovered",3066
"2021-09-08","Active",658
"2021-09-08","Deceased",27
"2021-09-08","Recovered",3144
"2021-09-09","Active",625
"2021-09-09","Deceased",27
"2021-09-09","Recovered",3195
"2021-09-10","Active",617
"2021-09-10","Deceased",27
"2021-09-10","Recovered",3222
"2021-09-12","Active",599
"2021-09-12","Deceased",27
"2021-09-12","Recovered",3287
"2021-09-13","Active",614
"2021-09-13","Deceased",27
"2021-09-13","Recovered",3308
"2021-09-14","Active",604
"2021-09-14","Deceased",27
"2021-09-14","Recovered",3335
"2021-09-15","Active",556
"2021-09-15","Deceased",27
"2021-09-15","Recovered",3398
"2021-09-16","Active",565
"2021-09-16","Deceased",27
"2021-09-16","Recovered",3407
"2021-09-17","Active",489
"2021-09-17","Deceased",27
"2021-09-17","Recovered",3498
"2021-09-19","Active",394
"2021-09-19","Deceased",27
"2021-09-19","Recovered",3639
"2021-09-20","Active",410
"2021-09-20","Deceased",27
"2021-09-20","Recovered",3645
"2021-09-21","Active",325
"2021-09-21","Deceased",27
"2021-09-21","Recovered",3743
"2021-09-22","Active",301
"2021-09-22","Deceased",27
"2021-09-22","Recovered",3791
"2021-09-23","Active",289
"2021-09-23","Deceased",27
"2021-09-23","Recovered",3819
"2021-09-24","Active",256
"2021-09-24","Deceased",27
"2021-09-24","Recovered",3861
"2021-09-26","Active",225
"2021-09-26","Deceased",27
"2021-09-26","Recovered",3931
"2021-09-27","Active",222
"2021-09-27","Deceased",27
"2021-09-27","Recovered",3945
"2021-09-28","Active",216
"2021-09-28","Deceased",27
"2021-09-28","Recovered",3961
"2021-09-29","Active",256
"2021-09-29","Deceased",27
"2021-09-29","Recovered",3965
"2021-09-30","Active",272
"2021-09-30","Deceased",27
"2021-09-30","Recovered",3974
"2021-10-01","Active",275
"2021-10-01","Deceased",27
"2021-10-01","Recovered",3989
"2021-10-03","Active",263
"2021-10-03","Deceased",27
"2021-10-03","Recovered",4062
"2021-10-04","Active",287
"2021-10-04","Deceased",27
"2021-10-04","Recovered",4068
"2021-10-05","Active",308
"2021-10-05","Deceased",27
"2021-10-05","Recovered",4073
"2021-10-06","Active",350
"2021-10-06","Deceased",27
"2021-10-06","Recovered",4073
"2021-10-07","Active",376
"2021-10-07","Deceased",27
"2021-10-07","Recovered",4077
"2021-10-08","Active",422
"2021-10-08","Deceased",28
"2021-10-08","Recovered",4077
"2021-10-10","Active",456
"2021-10-10","Deceased",28
"2021-10-10","Recovered",4140
"2021-10-11","Active",469
"2021-10-11","Deceased",28
"2021-10-11","Recovered",4162
"2021-10-12","Active",494
"2021-10-12","Deceased",28
"2021-10-12","Recovered",4182
"2021-10-13","Active",547
"2021-10-13","Deceased",28
"2021-10-13","Recovered",4184
"2021-10-14","Active",617
"2021-10-14","Deceased",28
"2021-10-14","Recovered",4186
"2021-10-15","Active",683
"2021-10-15","Deceased",28
"2021-10-15","Recovered",4186
"2021-10-17","Active",642
"2021-10-17","Deceased",28
"2021-10-17","Recovered",4321
"2021-10-18","Active",652
"2021-10-18","Deceased",28
"2021-10-18","Recovered",4375
"2021-10-19","Active",736
"2021-10-19","Deceased",28
"2021-10-19","Recovered",4389
"2021-10-20","Active",790
"2021-10-20","Deceased",28
"2021-10-20","Recovered",4395
"2021-10-21","Active",891
"2021-10-21","Deceased",28
"2021-10-21","Recovered",4396
"2021-10-22","Active",1019
"2021-10-22","Deceased",28
"2021-10-22","Recovered",4402
"2021-10-25","Active",1256
"2021-10-25","Deceased",28
"2021-10-25","Recovered",4465
"2021-10-26","Active",1232
"2021-10-26","Deceased",28
"2021-10-26","Recovered",4562
"2021-10-27","Active",1304
"2021-10-27","Deceased",28
"2021-10-27","Recovered",4567
"2021-10-28","Active",1393
"2021-10-28","Deceased",28
"2021-10-28","Recovered",4574
"2021-10-29","Active",1516
"2021-10-29","Deceased",28
"2021-10-29","Recovered",4580
"2021-10-31","Active",1753
"2021-10-31","Deceased",28
"2021-10-31","Recovered",4647
"2021-11-01","Active",1916
"2021-11-01","Deceased",28
"2021-11-01","Recovered",4650
"2021-11-02","Active",1964
"2021-11-02","Deceased",28
"2021-11-02","Recovered",4731
"2021-11-03","Active",2062
"2021-11-03","Deceased",28
"2021-11-03","Recovered",4742
"2021-11-04","Active",2185
"2021-11-04","Deceased",28
"2021-11-04","Recovered",4759
"2021-11-05","Active",2336
"2021-11-05","Deceased",29
"2021-11-05","Recovered",4773
"2021-11-07","Active",2564
"2021-11-07","Deceased",31
"2021-11-07","Recovered",4861
"2021-11-08","Active",2754
"2021-11-08","Deceased",32
"2021-11-08","Recovered",4862
"2021-11-09","Active",2825
"2021-11-09","Deceased",32
"2021-11-09","Recovered",4918
"2021-11-10","Active",2967
"2021-11-10","Deceased",32
"2021-11-10","Recovered",4923
"2021-11-11","Active",3091
"2021-11-11","Deceased",33
"2021-11-11","Recovered",4983
"2021-11-12","Active",3275
"2021-11-12","Deceased",33
"2021-11-12","Recovered",4998
"2021-11-14","Active",3569
"2021-11-14","Deceased",33
"2021-11-14","Recovered",5090
"2021-11-16","Active",3871
"2021-11-16","Deceased",35
"2021-11-16","Recovered",5182
"2021-11-17","Active",4051
"2021-11-17","Deceased",35
"2021-11-17","Recovered",5199
"2021-11-19","Active",4324
"2021-11-19","Deceased",38
"2021-11-19","Recovered",5290
"2021-11-21","Active",4437
"2021-11-21","Deceased",39
"2021-11-21","Recovered",5496
"2021-11-22","Active",4638
"2021-11-22","Deceased",40
"2021-11-22","Recovered",5498
"2021-11-23","Active",4828
"2021-11-23","Deceased",40
"2021-11-23","Recovered",5525
"2021-11-24","Active",5036
"2021-11-24","Deceased",40
"2021-11-24","Recovered",5533
"2021-11-25","Active",5213
"2021-11-25","Deceased",41
"2021-11-25","Recovered",5535
"2021-11-26","Active",5375
"2021-11-26","Deceased",42
"2021-11-26","Recovered",5549
"2021-11-28","Active",5582
"2021-11-28","Deceased",43
"2021-11-28","Recovered",5635
"2021-11-29","Active",5756
"2021-11-29","Deceased",43
"2021-11-29","Recovered",5645
"2021-11-30","Active",5878
"2021-11-30","Deceased",44
"2021-11-30","Recovered",5654
"2021-12-01","Active",6008
"2021-12-01","Deceased",44
"2021-12-01","Recovered",5671
"2021-12-02","Active",6147
"2021-12-02","Deceased",44
"2021-12-02","Recovered",5704
"2021-12-03","Active",6189
"2021-12-03","Deceased",44
"2021-12-03","Recovered",5759
"2021-12-05","Active",6317
"2021-12-05","Deceased",44
"2021-12-05","Recovered",5834
"2021-12-06","Active",6402
"2021-12-06","Deceased",44
"2021-12-06","Recovered",5885
"2021-12-07","Active",6416
"2021-12-07","Deceased",44
"2021-12-07","Recovered",5968
"2021-12-08","Active",6463
"2021-12-08","Deceased",44
"2021-12-08","Recovered",6009
"2021-12-09","Active",6558
"2021-12-09","Deceased",44
"2021-12-09","Recovered",6019
"2021-12-12","Active",6738
"2021-12-12","Deceased",46
"2021-12-12","Recovered",6100
"2021-12-13","Active",6811
"2021-12-13","Deceased",47
"2021-12-13","Recovered",6128
"2021-12-14","Active",6863
"2021-12-14","Deceased",47
"2021-12-14","Recovered",6157
"2021-12-15","Active",6903
"2021-12-15","Deceased",47
"2021-12-15","Recovered",6193
"2021-12-17","Active",2103
"2021-12-17","Deceased",49
"2021-12-17","Recovered",11165
"2021-12-19","Active",1902
"2021-12-19","Deceased",49
"2021-12-19","Recovered",11474
"2021-12-20","Active",1804
"2021-12-20","Deceased",49
"2021-12-20","Recovered",11642
"2021-12-21","Active",1721
"2021-12-21","Deceased",49
"2021-12-21","Recovered",11761
"2021-12-22","Active",1653
"2021-12-22","Deceased",49
"2021-12-22","Recovered",11887
"2021-12-23","Active",1585
"2021-12-23","Deceased",49
"2021-12-23","Recovered",12014
"2021-12-24","Active",1548
"2021-12-24","Deceased",49
"2021-12-24","Recovered",12122
"2021-12-26","Active",1444
"2021-12-26","Deceased",50
"2021-12-26","Recovered",12361
"2021-12-27","Active",1391
"2021-12-27","Deceased",50
"2021-12-27","Recovered",12458
"2021-12-28","Active",1334
"2021-12-28","Deceased",50
"2021-12-28","Recovered",12548
"2021-12-29","Active",1272
"2021-12-29","Deceased",51
"2021-12-29","Recovered",12663
"2021-12-30","Active",1226
"2021-12-30","Deceased",51
"2021-12-30","Recovered",12780
"2022-01-01","Active",1197
"2022-01-01","Deceased",51
"2022-01-01","Recovered",12870
"2022-01-03","Active",1138
"2022-01-03","Deceased",51
"2022-01-03","Recovered",13117
"2022-01-05","Active",1102
"2022-01-05","Deceased",51
"2022-01-05","Recovered",13252
"2022-01-06","Active",1081
"2022-01-06","Deceased",51
"2022-01-06","Recovered",13335
"2022-01-08","Active",1068
"2022-01-08","Deceased",51
"2022-01-08","Recovered",13406
"2022-01-09","Active",1087
"2022-01-09","Deceased",51
"2022-01-09","Recovered",13535
"2022-01-10","Active",1073
"2022-01-10","Deceased",51
"2022-01-10","Recovered",13609
"2022-01-11","Active",1051
"2022-01-11","Deceased",51
"2022-01-11","Recovered",13654
"2022-01-12","Active",1062
"2022-01-12","Deceased",52
"2022-01-12","Recovered",13734
"2022-01-13","Active",1035
"2022-01-13","Deceased",52
"2022-01-13","Recovered",13800
"2022-01-14","Active",1051
"2022-01-14","Deceased",52
"2022-01-14","Recovered",13844
"2022-01-16","Active",1025
"2022-01-16","Deceased",52
"2022-01-16","Recovered",13992
"2022-01-17","Active",1024
"2022-01-17","Deceased",52
"2022-01-17","Recovered",14051
"2022-01-18","Active",1028
"2022-01-18","Deceased",52
"2022-01-18","Recovered",14090
"2022-01-19","Active",1026
"2022-01-19","Deceased",52
"2022-01-19","Recovered",14171
"2022-01-20","Active",1037
"2022-01-20","Deceased",52
"2022-01-20","Recovered",14245
"2022-01-24","Active",1133
"2022-01-24","Deceased",52
"2022-01-24","Recovered",14440
"2022-01-26","Active",1190
"2022-01-26","Deceased",52
"2022-01-26","Recovered",14503
"2022-01-27","Active",1241
"2022-01-27","Deceased",52
"2022-01-27","Recovered",14549
"2022-01-28","Active",1320
"2022-01-28","Deceased",52
"2022-01-28","Recovered",14619
"2022-01-30","Active",1497
"2022-01-30","Deceased",52
"2022-01-30","Recovered",14737
"2022-01-31","Active",1553
"2022-01-31","Deceased",53
"2022-01-31","Recovered",14810
"2022-02-01","Active",1702
"2022-02-01","Deceased",53
"2022-02-01","Recovered",14865
"2022-02-02","Active",1835
"2022-02-02","Deceased",53
"2022-02-02","Recovered",14929
"2022-02-03","Active",1974
"2022-02-03","Deceased",53
"2022-02-03","Recovered",14978
"2022-02-04","Active",2179
"2022-02-04","Deceased",53
"2022-02-04","Recovered",15045
"2022-02-07","Active",2707
"2022-02-07","Deceased",53
"2022-02-07","Recovered",15228
"2022-02-08","Active",2880
"2022-02-08","Deceased",53
"2022-02-08","Recovered",15320
"2022-02-09","Active",3035
"2022-02-09","Deceased",53
"2022-02-09","Recovered",15415
"2022-02-10","Active",3285
"2022-02-10","Deceased",53
"2022-02-10","Recovered",15499
"2022-02-11","Active",3660
"2022-02-11","Deceased",53
"2022-02-11","Recovered",15600
"2022-02-12","Active",4059
"2022-02-12","Deceased",53
"2022-02-12","Recovered",15665
"2022-02-14","Active",5656
"2022-02-14","Deceased",53
"2022-02-14","Recovered",15864
"2022-02-15","Active",6309
"2022-02-15","Deceased",53
"2022-02-15","Recovered",15966
"2022-02-16","Active",7365
"2022-02-16","Deceased",53
"2022-02-16","Recovered",16091
"2022-02-17","Active",8734
"2022-02-17","Deceased",53
"2022-02-17","Recovered",16263
"2022-02-18","Active",10412
"2022-02-18","Deceased",53
"2022-02-18","Recovered",16470
"2022-02-20","Active",14259
"2022-02-20","Deceased",53
"2022-02-20","Recovered",16775
"2022-02-21","Active",16371
"2022-02-21","Deceased",53
"2022-02-21","Recovered",16893
"2022-02-22","Active",19026
"2022-02-22","Deceased",56
"2022-02-22","Recovered",17080
"2022-02-23","Active",22022
"2022-02-23","Deceased",56
"2022-02-23","Recovered",17267
"2022-02-24","Active",27949
"2022-02-24","Deceased",56
"2022-02-24","Recovered",17468
"2022-02-25","Active",39720
"2022-02-25","Deceased",56
"2022-02-25","Recovered",17721
"2022-02-27","Active",67968
"2022-02-27","Deceased",56
"2022-02-27","Recovered",18114
"2022-02-28","Active",82433
"2022-02-28","Deceased",56
"2022-02-28","Recovered",18332
"2022-03-01","Active",100143
"2022-03-01","Deceased",56
"2022-03-01","Recovered",18613
"2022-03-02","Active",124114
"2022-03-02","Deceased",56
"2022-03-02","Recovered",18748
